CalfID,CalfSex,sublocation,CADOB,ReasonsLoss,Education,Distance_water,RecruitWeight,VisitID,VisitDate,Weight,ManualPCV,Theileria.spp.,ELISA_mutans,ELISA_parva,Q.Strongyle.eggs,ReasonsLoss1,ADWG,timespent,Age,VisitDate1,CADOB1,VisitTime,VisitWeek,WeightMax,WeightMin
CA051910558,1,Bujwanga,22/02/2009,7,Primary school,1-5 km,20.5,VRC210558,13/07/2009,40,29,0,0,0,3900,died,0.07,316,141,2009-07-13,2009-02-22,147,21,43,20.5
CA051910558,1,Bujwanga,22/02/2009,7,Primary school,1-5 km,20.5,VRC360558,26/10/2009,NA,26,1,0,0,NA,died,0.07,316,246,2009-10-26,2009-02-22,252,36,43,20.5
CA051910558,1,Bujwanga,22/02/2009,7,Primary school,1-5 km,20.5,VRC160558,8/6/2009,42,33,0,0,0,1550,died,0.07,316,106,2009-06-08,2009-02-22,112,16,43,20.5
CA051910558,1,Bujwanga,22/02/2009,7,Primary school,1-5 km,20.5,VRC260558,17/08/2009,43,25,1,0,0,50,died,0.07,316,176,2009-08-17,2009-02-22,182,26,43,20.5
CA051910558,1,Bujwanga,22/02/2009,7,Primary school,1-5 km,20.5,VRC110558,4/5/2009,35,37,0,0,1,850,died,0.07,316,71,2009-05-04,2009-02-22,77,11,43,20.5
CA051910558,1,Bujwanga,22/02/2009,7,Primary school,1-5 km,20.5,VRC010558,26/02/2009,20.5,34,0,0,0,NA,died,0.07,316,4,2009-02-26,2009-02-22,7,1,43,20.5
CA051910558,1,Bujwanga,22/02/2009,7,Primary school,1-5 km,20.5,VRC310558,21/09/2009,38,24,0,0,0,2250,died,0.07,316,211,2009-09-21,2009-02-22,217,31,43,20.5
CA051910566,2,Bujwanga,5/9/2009,NA,No formal education,<1 km,17,VRC010566,9/9/2009,17,40,0,0,0,NA,survived,0.11,366,4,2009-09-09,2009-09-05,7,1,57,17
CA051910566,2,Bujwanga,5/9/2009,NA,No formal education,<1 km,17,VRC060566,26/10/2009,21,42,1,0,0,NA,survived,0.11,366,51,2009-10-26,2009-09-05,42,6,57,17
CA051910566,2,Bujwanga,5/9/2009,NA,No formal education,<1 km,17,VRC160566,4/1/2010,31.5,32,0,0,0,100,survived,0.11,366,121,2010-01-04,2009-09-05,112,16,57,17
CA051910566,2,Bujwanga,5/9/2009,NA,No formal education,<1 km,17,VRC510566,6/9/2010,57,25,1,0,0,700,survived,0.11,366,366,2010-09-06,2009-09-05,357,51,57,17
CA051910566,2,Bujwanga,5/9/2009,NA,No formal education,<1 km,17,VRC460566,1/8/2010,NA,25,1,0,0,350,survived,0.11,366,330,2010-08-01,2009-09-05,322,46,57,17
CA051910566,2,Bujwanga,5/9/2009,NA,No formal education,<1 km,17,VRC260566,15/03/2010,43,29,1,0,1,NA,survived,0.11,366,191,2010-03-15,2009-09-05,182,26,57,17
CA051910566,2,Bujwanga,5/9/2009,NA,No formal education,<1 km,17,VRC210566,8/2/2010,40,33,1,0,0,300,survived,0.11,366,156,2010-02-08,2009-09-05,147,21,57,17
CA051910566,2,Bujwanga,5/9/2009,NA,No formal education,<1 km,17,VRC410566,28/06/2010,NA,26,1,0,0,100,survived,0.11,366,296,2010-06-28,2009-09-05,287,41,57,17
CA051910566,2,Bujwanga,5/9/2009,NA,No formal education,<1 km,17,VRC360566,24/05/2010,NA,21,1,0,0,NA,survived,0.11,366,261,2010-05-24,2009-09-05,252,36,57,17
CA051910566,2,Bujwanga,5/9/2009,NA,No formal education,<1 km,17,VRC310566,19/04/2010,46,25,1,0,0,100,survived,0.11,366,226,2010-04-19,2009-09-05,217,31,57,17
CA051910566,2,Bujwanga,5/9/2009,NA,No formal education,<1 km,17,VRC110566,30/11/2009,26,34,0,0,0,NA,survived,0.11,366,86,2009-11-30,2009-09-05,77,11,57,17
CA052010596,2,Magombe East,2/9/2009,NA,No formal education,1-5 km,20.5,VRC310596,30/03/2010,45,31,1,0,0,NA,survived,0.15,349,209,2010-03-30,2009-09-02,217,31,73,20.5
CA052010596,2,Magombe East,2/9/2009,NA,No formal education,1-5 km,20.5,VRC510596,17/08/2010,73,30,1,0,0,NA,survived,0.15,349,349,2010-08-17,2009-09-02,357,51,73,20.5
CA052010596,2,Magombe East,2/9/2009,NA,No formal education,1-5 km,20.5,VRC060596,6/10/2009,25,31,1,0,0,NA,survived,0.15,349,34,2009-10-06,2009-09-02,42,6,73,20.5
CA052010596,2,Magombe East,2/9/2009,NA,No formal education,1-5 km,20.5,VRC110596,10/11/2009,29,40,1,0,0,200,survived,0.15,349,69,2009-11-10,2009-09-02,77,11,73,20.5
CA052010596,2,Magombe East,2/9/2009,NA,No formal education,1-5 km,20.5,VRC360596,4/5/2010,NA,30,1,0,0,100,survived,0.15,349,244,2010-05-04,2009-09-02,252,36,73,20.5
CA052010596,2,Magombe East,2/9/2009,NA,No formal education,1-5 km,20.5,VRC260596,23/02/2010,38,29,1,0,0,NA,survived,0.15,349,174,2010-02-23,2009-09-02,182,26,73,20.5
CA052010596,2,Magombe East,2/9/2009,NA,No formal education,1-5 km,20.5,VRC160596,15/12/2009,31,42,1,0,1,700,survived,0.15,349,104,2009-12-15,2009-09-02,112,16,73,20.5
CA052010596,2,Magombe East,2/9/2009,NA,No formal education,1-5 km,20.5,VRC210596,19/01/2010,36,33,0,0,0,100,survived,0.15,349,139,2010-01-19,2009-09-02,147,21,73,20.5
CA052010596,2,Magombe East,2/9/2009,NA,No formal education,1-5 km,20.5,VRC460596,13/07/2010,NA,35,1,0,0,850,survived,0.15,349,314,2010-07-13,2009-09-02,322,46,73,20.5
CA052010596,2,Magombe East,2/9/2009,NA,No formal education,1-5 km,20.5,VRC010596,7/9/2009,20.5,31,0,0,0,NA,survived,0.15,349,5,2009-09-07,2009-09-02,7,1,73,20.5
CA052010596,2,Magombe East,2/9/2009,NA,No formal education,1-5 km,20.5,VRC410596,8/6/2010,NA,29,1,0,0,NA,survived,0.15,349,279,2010-06-08,2009-09-02,287,41,73,20.5
